"","scientific_name","body_mass","beak_peak_length","wing_length","tail_length","tarsus_length","clutch_num","egg_volume","nest_shape","nest_site","flock_status","migration_status","body_length_log"
"701","Dendrocitta vagabunda",0.23558282208589,31.25,144.25,221.5,33,4.5,9436.02,"2","3,4","1","R",6.01004093268092
"702","Dendrocitta formosae",0.276203966005666,30.75,141.75,187,28.75,4,8396.64,"2","3","0,1","R",5.8664680569333
"703","Dendrocitta frontalis",0.245255474452555,24.75,129.25,248.75,28.75,3.5,7435.8,"2","4","0,1","R",5.83627165770228
"704","Temnurus temnurus",0.187929717341482,23.75,126.5,187.25,27.75,2,8396.64,"2","4","1","R",5.79072440479001
"705","Pica pica",0.524260355029586,33.5,202,236.75,50.5,6.5,14750.77,"2","4","0","R",6.04618944679723
"706","Podoces hendersoni",0.390459363957597,34.5,137.75,108,41.5,1,9244.81,"2","3,1","0","R",5.64544689764324
"707","Podoces biddulphi",0.443379790940767,43.75,146.5,105.75,47,2,9244.81,"2","4","0","R",5.65948221575962
"708","Nucifraga caryocatactes",0.503048780487805,44.5,189.75,131.25,41.25,3.5,12066.6,"2","4","0","RWP",5.79301360838414
"709","Pyrrhocorax pyrrhocorax",0.789765721331689,48.25,294,159.5,43.75,4.5,16793.28,"2","5","1","R",6.00512087355547
"710","Pyrrhocorax graculus",0.62482853223594,34.75,264,168.75,42,3.5,16793.28,"1","5","1","R",5.89852655144871
"711","Corvus monedula",0.548314606741573,30.66666667,228.5,133.25,43.5,5.5,13445.64,"2","5","1","SW",5.81039220971446
"712","Corvus dauuricus",0.695216049382716,28.5,235,135.5,42.5,5.5,13012.65,"1","5","2","RSWV",5.78074351579233
"713","Corvus splendens",0.690505548705302,46.5,252.25,160.25,45.75,4.5,13756.23,"2","4","1","RV",6.00512087355547
"714","Corvus frugilegus",0.929891304347826,53.75,309.25,173.25,51.75,5.5,25940.64,"2","4","2","RWPV",6.13122648948314
"715","Corvus corone",1.00104275286757,52.25,326,211.25,59.75,4.5,24023.04,"2","4","2","RWPV",6.17274389432349
"716","Corvus cornix",1.00104275286757,52.25,326,211.25,59.75,4.5,19737,"2","4","2","W",6.17274389432349
"717","Corvus macrorhynchos",1.06785714285714,57.25,319.25,215.75,60,4,18571.8,"2","4","1","R",6.19440539110467
"718","Corvus pectoralis",1.06919875130073,52.25,325.75,193.25,59.25,5,25589.76,"2","4","1","RV",6.17482722841035
"719","Corvus corax",1.50496562261268,72.5,452.5,271.5,62.75,5,27760.32,"2","4","2","RSWP",6.48387158534995
"720","Chelidorhynx hypoxanthus",0.0528735632183908,6.75,54.5,57,13.625,2,1675.83,"2","3","0","R",4.68905166996879
"721","Culicicapa ceylonensis",0.0747863247863248,9,60,53.5,12.75,3,1233.87,"2","5","1","RSWV",4.76217393479776
"722","Cephalopyrus flammiceps",0.0793650793650794,8.875,58.375,33.75,13.575,4,1092.65,"1","4","1","RWP",4.5485998344997
"723","Sylviparus modestus",0.081989247311828,6.9,56.75,38.75,14.75,6.1,1633.58,"1","4","1","R",4.53259949315326
"724","Melanochlora sultanea",0.205570291777188,15,101.5,92,24.25,6,2180.25,"1","4","1","R",5.23909800688807
"725","Periparus rufonuchalis",0.101167315175097,11.5,73.475,55,20,4,1551.42,"2","1","1","S",4.85592890433527
"726","Periparus rubidiventris",0.0945626477541371,9.625,64.5,49.25,18.45,6,1633.58,"1","4","1","R",4.66107781792639
"727","Periparus ater",0.0815602836879433,8.6,59.25,46.5,16.5,9.5,1056.83,"1","4","1","RP",4.66107781792639
"728","Pardaliparus venustulus",0.117708333333333,9.75,62.4,35.275,16,6,1673.06,"1","4","1","RW",4.56434819146784
"729","Lophophanes dichrous",0.107456140350877,10,70.5,53.5,20,5,1723.8,"1","4","0","R",4.7361984483945
"730","Sittiparus varius",0.133928571394406,11,77.33333333,54.66666667,19,6.92,1547.54,"1","4","0","R",4.87264955137745
"731","Sittiparus castaneoventris",0.13265306116514,11,77.33333333,54.66666667,19,5,2133.67,"1","4","1","R",4.87264955137745
"732","Poecile palustris",0.094488188976378,10,65.25,61.25,16.5,8,1816.23,"1","4","1","R",4.84418708645859
"733","Poecile montanus",0.0911949685534591,10,64.425,59.5,17.675,8,1447.99,"1","4","1,2","R",4.78122212976845
"734","Poecile weigoldicus",0.0933333333333333,NA,59.9,46.9,17,7.5,NA,"","","1","R",4.78749174278205
"735","Cyanistes cyanus",0.0963855421686747,10,64.75,60.5,17.375,7,1404.31,"2","5","1","RS",4.82430571590476
"736","Pseudopodoces humilis",0.232142857142857,21.75,86,60.75,26.75,5.25,3189.62,"1","1","1","R",5.03695260241363
"737","Parus major",0.106703910614525,9.75,67.5,64,18.75,7.5,1744.11,"2","4","1","RW",4.89970373338897
"738","Parus cinereus",0.106703910614525,9.75,67.5,64,18.75,7.5,1744.11,"","","1","R",4.89970373338897
"739","Parus monticolus",0.102249488752556,9.45,65.25,57.25,19.5,5,1428.85,"2","4","1","R",4.80606812835498
"740","Machlolophus xanthogenys",0.114230769230769,NA,71,55.1,17.1,5,1633.58,"","","1","R",4.86753445045558
"741","Machlolophus spilonotus",0.137142857142857,11,74.25,61,18.75,5,1930.1,"2","5","1","R",4.87710390147173
"742","Machlolophus holsti",0.128,10.25,74.8,53.875,19.625,3.5,1465.23,"2","4","1","R",4.8283137373023
"743","Poecile superciliosus",0.0956175298804781,9.25,64.75,66.75,19,NA,1633.58,"","","1","R",4.83230575857184
"744","Poecile davidi",0.103603603603604,9.925,65.75,52.75,17,NA,1633.58,"","","1","R",4.70953020131233
"745","Remiz macronyx",0.0881818181818182,NA,NA,NA,NA,3.35,NA,"","","","R",4.70048036579242
"746","Remiz coronatus",0.0857142857142857,9.5,53.5,42.5,14,7.5,981.19,"2","3","2","SP",4.65396035015752
"747","Remiz consobrinus",0.0860849056603774,9.5,54.625,45.25,14.075,7.5,1248.48,"2","3","1","SWPV",4.66343909411207
"748","Mirafra javanica",0.167407407407407,12.5,73.5,43.5,20.5,3,2141.62,"2","3","1","R",4.90527477843843
"749","Melanocorypha bimaculata",0.308483290488432,16.5,118,59,26.5,4.5,3513.17,"2","1","2","W",5.2704321630585
"750","Melanocorypha maxima",0.359669811320755,21.25,139.75,84.25,29,2.5,5523.3,"2","1","0","RW",5.35658627467201
"751","Melanocorypha mongolica",0.286486486486487,15.875,125.5,78,23.875,4,4101.87,"2","3","2","S",5.22035582507832
"752","Alauda leucoptera",0.238286479250335,14,114.25,68.5,23.5,5,3882.6,"2","1","2","WP",5.22977082401293
"753","Melanocorypha yeltoniensis",0.288220551378446,14,125.75,72.5,27,4.5,3619.58,"2","1","2","WP",5.29581423632992
"754","Melanocorypha calandra",0.283712784638128,16.25,134,75,28.66666667,4.5,4800.06,"2","3","2","RP",5.24877692081277
"755","Calandrella brachydactyla",0.162828947368421,10,92.25,60.5,20.25,4,3800.52,"1","3","2","SPW",5.02388052084628
"756","Calandrella acutirostris",0.148464163822526,10,88,61.25,19.25,2,3095.19,"2","1","2","S",4.98702542845712
"757","Alaudala cheleensis",0.164251207729469,10,89.5,66.75,20.5,4,2958,"2","3","2","RSV",5.04503672081359
"758","Galerida cristata",0.239644970414201,17,103.5,66.75,25,4,3717.26,"2","1","2","RW",5.12989871492307
"759","Alauda arvensis",0.19136690647482,11.5,108.5,71,23,4,4295.16,"2","1","2","SWPV",5.1576174844449
"760","Alauda gulgula",0.206119162640902,11.75,99.25,62.25,23.75,4,2759.17,"2","3","2","RWS",5.04503672081359
"761","Eremophila alpestris",0.224702380952381,12.25,106.75,77.5,22.5,3.5,4274.31,"2","1","2","RSWP",5.12396397940326
"762","Panurus biarmicus",0.086687306501548,8.375,61.75,82,20.25,5.5,1726.88,"2","3","2","SW",5.08450514266271
"763","Cisticola juncidis",0.083743842364532,9.25,48.75,43.5,18.75,4.5,1296.25,"1","3","2","RSW",4.62005879848184
"764","Cisticola exilis",0.0730462519904306,9.475,46.575,36.25,18.5,4.5,1175.04,"1","3","1","R",4.64918707140487
"765","Prinia crinigera",0.0813559322033898,10.375,47.75,88.5,19.5,5,1264.02,"2","3","1","R",4.99382817577987
"766","Prinia polychroa",0.0551558753021583,9.333333333,45.33333333,76.33333333,18,4,1390.16,"","","1","R",4.93447393313069
"767","Prinia atrogularis",0.0813559322033898,10.375,47.75,88.5,19.5,5,1637.61,"1","3","1","R",4.99382817577987
"768","Prinia rufescens",0.0545454545454545,10.5,39.5,48,18.76666667,4,1390.16,"","","0","R",4.70048036579242
"769","Prinia hodgsonii",0.0555555555555556,10.5,43.75,50,18.5,3.5,1026.26,"2","3","2","R",4.68213122712422
"770","Prinia flaviventris",0.0573248407643312,11.5,41.875,62.75,20,4.5,1101.6,"1","3","1","R",4.76856373289653
"771","Prinia inornata",0.0681818181818182,10.75,46.375,70,20.5,5,998.22,"2","3","1","R",4.88280192258637
"772","Orthotomus sutorius",0.0864485981308411,13.275,45.45,49.575,19.625,4,1290.94,"1","4","1","R",4.67282883446191
"773","Orthotomus atrogularis",0.0489913544556221,12.66666667,41.66666667,38,18.66666667,4,1290.94,"1","4","2","R",4.75071249156693
"774","Acrocephalus arundinaceus",0.134722222222222,18.5,89.25,78,28,4.5,3684.75,"2","2","2","R",5.19295685089021
"775","Acrocephalus orientalis",0.157676348547718,17.5,80,74,28.5,5,3141.18,"2","3","2","SWP",5.19711486103887
"776","Acrocephalus stentoreus",0.158311345646438,22.66666667,87.5,81,28.5,4.5,2793.98,"2","2","2","R",5.24438902452248
"777","Acrocephalus melanopogon",0.0858823529411765,NA,56.7,47.8,19,4,NA,"","","","S",4.84811636459848
"778","Acrocephalus schoenobaenus",0.0890909090909091,14.95,66.75,50.75,20,5,1829.27,"2","3","0","SP",4.92362391710663
"779","Acrocephalus sorghophilus",0.0701298701480857,10.75,55.5,50.25,20.5,2.8,2467.43,"","","0","SPV",4.85463104535993
"780","Acrocephalus bistrigiceps",0.0714285714285714,10.25,50.75,50,19.75,5,1533.63,"2","3","0","SWP",4.80811102998478
"781","Acrocephalus agricola",0.0791556728441044,10.66666667,52.5,50,20.66666667,4.5,2027.86,"2","3","2","SP",4.83892391615046
"782","Acrocephalus tangorum",0.0791556728441044,10.66666667,52.5,50,20.66666667,2.8,2467.43,"2","3","2","SPWV",4.83892391615046
"783","Acrocephalus concinens",0.0727762803038339,10.5,52.5,52.75,21.5,3.5,1504.05,"","","2","SPW",4.81758977420887
"784","Acrocephalus scirpaceus",0.0576923076923077,16.5,64.25,52.75,23.5,5.5,3800.52,"2","2","2","SPV",4.86753445045558
"785","Acrocephalus dumetorum",0.0774647887323944,16.5,61,56,22.25,5,1650.77,"2","3","0","SV",4.95582705760126
"786","Arundinax aedon",0.132049518569464,14.5,76.5,83,28.25,5.5,3800.52,"2","3","0","SP",5.20263211641363
"787","Iduna caligata",0.066,13.5,60.125,50.75,21,5,1176.58,"2","3","0","S",4.8283137373023
"788","Iduna rama",0.066,13.5,60.125,50.75,21,5,1532.88,"","","2","R",4.8283137373023
"789","Iduna pallida",0.0814035087719298,14.5,64.75,54.5,21,4,1953.89,"2","3","0","S",4.95934199970871
"790","Pnoepyga albiventer",0.20844327176781,11.75,60,18.25,23.5,4,2098.13,"2","5","2","R",4.55124184396254
"791","Pnoepyga pusilla",0.144970414201183,10.4,47,10,20,3,1889.24,"2","4","2","R",4.43675153436313
"792","Pnoepyga formosana",0.233714285714286,NA,53.2,15,21,NA,NA,"","","","R",4.47163879336357
"793","Pnoepyga immaculata",NA,NA,NA,NA,NA,NA,NA,"","","","R",NA
"794","Locustella chengi",0.0769230769230769,NA,50,55,17.8,NA,NA,"","","","S",4.86753445045558
"795","Locustella alishanensis",0.0969230769230769,NA,54,58.5,19.6,NA,2151,"","","","R",4.86753445045558
"796","Locustella mandelli",0.1,11,54,61,18,2,2180.25,"2","3","0","R",4.86753445045558
"797","Locustella thoracica",0.0867951462955032,10.16666667,52.5,46.5,18.875,4.5,2209.42,"2","3","1","RSV",4.76003489654901
"798","Locustella davidi",0.0875,NA,53.2,43.2,18.5,3.5,NA,"","","","SV",4.78749174278205
"799","Locustella major",0.0962962962962963,16.5,60.5,61,21.5,3,2191.73,"2","3","0","R",4.90527477843843
"800","Locustella tacsanowskia",0.090540540592038,10.75,56.66666667,54.33333333,19.33333333,5,1849.26,"2","1","0","SP",4.81489071669989
"801","Locustella luteoventris",0.096,NA,51.6,55,19,4,2344.82,"2","3","","R",4.92362391710663
"802","Locustella lanceolata",0.112499999970395,10.5,57.75,49.5,19.25,4,1605.81,"2","1","0","SP",4.84155896431548
"803","Locustella naevia",0.103448275887549,9.75,55.5,53,18.5,5.5,1819.27,"2","1","0","R",4.90774087068732
"804","Locustella certhiola",0.110738255033557,13.25,65.25,50.5,21.25,5,1899.24,"2","1","0","SPV",5.00394630594546
"805","Locustella ochotensis",0.134228187919463,12.5,69.75,55,22.5,5.5,2455.65,"2","1","0","P",5.00394630594546
"806","Locustella pleskei",0.124,16.5,69.5,62,25,4,2135.97,"2","3","0","SWP",5.01063529409626
"807","Locustella luscinioides",0.105714285714286,16.5,67.8,58.13333333,21.5,4.5,2141.62,"2","1","0","SP",4.9416424226093
"808","Locustella fasciolata",0.154875717046821,17.46666667,78.25,70.25,26.16666667,4,3100.03,"2","3","1","SP",5.16096917520561
"809","Locustella amnicola",0.157391304347826,NA,75.5,66,25.5,3.5,NA,"","","","P",5.15039723647141
"810","Locustella pryeri",0.100740740740741,9,55.75,53.75,19,5.5,1849.26,"2","1","","SW",4.90527477843843
"811","Megalurus palustris",0.259114583320313,18.66666667,104.3333333,139.6666667,39,4,4180.57,"2","1","0","R",5.54517744447956
"812","Riparia riparia",0.10916179337232,6.125,100.75,52.75,10.75,5,1028.16,"1","5","2","SP",4.85398148405088
"813","Riparia diluta",0.10916179337232,6.125,100.75,52.75,10.75,4.49,2108.5,"1","4","","RSW",4.85398148405088
"814","Riparia paludicola",0.0674846625529188,4.5,87,41,8.5,3,1505.32,"1","5","1","RV",4.68828509300535
"815","Ptyonoprogne rupestris",0.153716216216216,7.5,140.25,64.25,11,4,2639.25,"1","5","1","RS",4.99721227376411
"816","Ptyonoprogne concolor",0.149019607843137,9,106,45.5,10,3,1470.63,"1","5","1","R",4.84811636459848
"817","Hirundo rustica",0.109907120743034,7.5,111,88.75,10.25,4.5,3264,"1","5","1","RSWP",5.08450514266271
"818","Hirundo tahitica",0.1,8.5,105,50,11,4.5,1637.61,"1","5","1","RS",4.92362391710663
"819","Cecropis daurica",0.132394366197183,7.5,118,99.75,13,5,2696.63,"1","5","1","RSP",5.17897060891547
"820","Cecropis striolata",0.132969034590164,7.666666667,125,97.33333333,14.5,4,3949.44,"1","5","1","RS",5.20948615284142
"821","Delichon urbicum",0.147874306839187,6.75,109.75,60.5,11.25,5,1999.2,"1","5","1","SPV",4.90712491772659
"822","Delichon dasypus",0.11283185840708,6.25,97.25,48,10.25,3,1821.77,"1","5","1","RSWP",4.72738781871234
"823","Delichon nipalense",0.12222222225,5.5,95,48.33333333,10.66666667,4,1749.09,"1","5","1","R",4.78749174278205
"824","Hirundo smithii",NA,NA,NA,NA,NA,NA,NA,"","","","R",NA
"825","Petrochelidon fluvicola",0.0856521739130435,NA,92.5,45.5,10.5,NA,NA,"","","","V",4.74493212836325
"826","Spizixos canifrons",0.220973782771536,13.75,94.375,94.625,20,3,4060.02,"2","3","2","R",5.29956658594847
"827","Spizixos semitorques",0.220338983050847,13,89.75,93.75,21,3.5,4786.86,"2","4","1","R",5.25619244024737
"828","Pycnonotus striatus",0.228982300884956,16,106.25,101.625,19.25,3,3035.24,"2","3","1","R",5.42053499927229
"829","Brachypodius atriceps",0.174515235457064,14.5,80.5,77.25,15.25,2,3122.04,"2","4","1","R",5.19573077777294
"830","Pycnonotus melanicterus",0.173455978975033,13.5,85,89.5,16.25,3,2631.21,"2","3","1","R",5.2483389967418
"831","Pycnonotus jocosus",0.177231565329884,13.5,87.75,90.75,21.375,3,3965.76,"2","3","1","RW",5.26398468746753
"832","Pycnonotus xanthorrhous",0.176546391752577,14,87.75,90.5,22,3.5,3011.5,"2","3","2","R",5.26785815906333
"833","Pycnonotus sinensis",0.182061579651941,14.25,86.75,82.25,21.25,4,3372.85,"2","4","2","RSWP",5.22977082401293
"834","Pycnonotus taivanus",0.150195421552205,9.4,82.2,84.4,20.4,3.5,2741.76,"2","3","1","R",5.18794430906667
"835","Pycnonotus leucogenis",0.126415094339623,NA,NA,NA,NA,4.5,3122.04,"2","4","1","R",5.57972982598622
"836","Pycnonotus cafer",0.203290246768508,18.25,98.25,97.75,24.25,3,3537.36,"2","3","1","R",5.36011776745348
"837","Pycnonotus aurigaster",0.2,17,95.5,95,23.5,2.5,3537.36,"2","3","1","R",5.34710753071747
"838","Pycnonotus finlaysoni",0.197368421052632,15,82.5,85,20,2.5,3207.38,"2","3","","R",5.24702407216049
"839","Pycnonotus flavescens",0.172029702970297,13.625,86.125,99.25,20.75,3,4138.12,"2","3","1","R",5.30826769740121
"840","Alophoixus flaveolus",0.255827505827506,18.5,100.5,91.5,20.5,3,5951.65,"2","4","1","R",5.36830973836807
"841","Alophoixus pallidus",0.224806201550388,19.125,103.75,105.875,20.25,3,5951.65,"2","3","1","R",5.41942819229709
"842","Iole propinqua",0.140789473684211,17,85.625,83.5,17.25,3.5,4106.96,"2","4","1","R",5.24702407216049
"843","Hemixos flavala",0.162424242424242,16.375,97.25,91.25,17.5,3,4164.05,"2","3","1","R",5.32908902521479
"844","Hemixos castanonotus",0.188861985472155,17.75,99.75,95.25,18.125,4,5338.15,"2","4","1","R",5.33030041240109
"845","Ixos mcclellandii",0.175478065241845,22.5,106.125,106.25,18.125,3,5338.15,"2","4","2","R",5.40380287439401
"846","Hypsipetes leucocephalus",0.223958333333333,24,119.25,104.75,19,3,4106.96,"2","4","1","RSW",5.48063892334199
"847","Hypsipetes amaurotis",0.247706422018349,26,128.375,122.5,22.125,4.5,2199.12,"2","4","1","RPV",5.6076386141033
"848","Phylloscopus trochilus",0.0885,NA,65.9,52.3,19.3,6.23,NA,"","","","V",4.60517018598809
"849","Phylloscopus collybita",0.0647826086956522,10.25,60.25,47,19.25,5.5,1233.87,"2","3","0","SPV",4.74493212836325
"850","Phylloscopus sindianus",0.0623608017817372,10,55.5,48.25,19.5,5.5,1465.23,"2","1","1","SP",4.72072852662236
"851","Phylloscopus sibilatrix",0.0763358778625954,8,73.5,50,17,6,1176.26,"2","1","0","SP",4.87519732320115
"852","Phylloscopus fuscatus",0.075,9,58,48.75,22,5,1551.42,"2","3","0","SWP",4.78749174278205
"853","Phylloscopus fuligiventer",0.0818181818181818,12,56,46,21,3,1138.63,"2","3","0","SP",4.70048036579242
"854","Phylloscopus affinis",0.0714285714285714,9.25,53.5,46.5,18.75,4,1422.14,"2","3","1","S",4.65396035015752
"855","Phylloscopus subaffinis",0.0721784776902887,7.9,52.25,43,18.975,4,1123.63,"2","3","1","SW",4.55650501400681
"856","Phylloscopus griseolus",0.0740740740740741,12,58.75,48,19.75,4.5,1508.33,"2","3","1","S",4.7999142627806
"857","Phylloscopus armandii",0.0826612903225806,9.5,58.5,53,21.75,5,1379.04,"2","4","0","SWP",4.82028156560504
"858","Phylloscopus schwarzi",0.0976331360946746,9.5,62.5,55.25,21.75,5,2037.32,"2","3","0","SWPV",4.84221664247129
"859","Phylloscopus pulcher",0.0581113801452785,9,57.25,41.25,18.5,3.5,925.65,"2","4","0","R",4.63715323184114
"860","Phylloscopus maculipennis",0.0501392757660167,7.5,49.75,37,17.75,2.7,1256.59,"2","3","0","SW",4.49702802736839
"861","Phylloscopus proregulus",0.0649867374005305,7.5,51.25,41.5,16.75,5.5,1632,"2","4","1","SWPV",4.54595082632812
"862","Phylloscopus chloronotus",0.0583333333333333,7.333333333,51.5,39.5,17.66666667,3.5,391.68,"2","4","0","SWP",4.49980967033027
"863","Phylloscopus forresti",0.0315315315315315,11.525,53.375,39.33333333,16.3,4,773.6,"2","1","0","S",4.70953020131233
"864","Phylloscopus occisinensis",NA,NA,NA,NA,NA,NA,NA,"","","1","SPW",4.65396035015752
"865","Phylloscopus kansuensis",0.0649867374005305,7.5,51.25,41.5,16.75,2.7,1256.59,"2","3","1","S",4.54595082632812
"866","Phylloscopus yunnanensis",0.0315315315315315,11.525,53.375,39.33333333,16.3,4,873.44,"2","3","1","RS",4.70953020131233
"867","Phylloscopus inornatus",0.0767263427109974,7.75,54.75,40.75,18,5.5,1175.04,"2","1","0","SWP",4.58241319886548
"868","Phylloscopus humei",0.0634517766497462,8,55.25,42.5,18,4.5,1138.32,"2","3","0","S",4.59005654817804
"869","Phylloscopus borealis",0.0756302521008403,10.25,63.75,49.25,19,5.5,1394.53,"2","1","0","SWP",4.77912349311153
"870","Phylloscopus trochiloides",0.0769230769230769,9.75,60.75,50.5,19,5.5,1319.4,"2","1","1","SW",4.70501552095781
"871","Phylloscopus plumbeitarsus",0.0769230769230769,9.75,59.75,47,18.75,5.5,1084.28,"2","1","1","SWP",4.70501552095781
"872","Phylloscopus xanthodryas",0.08,NA,66.2,47,17.9,5.95,NA,"","","1","P",4.8283137373023
"873","Phylloscopus tenellipes",0.0993520518358531,10.25,61,49.125,20.25,5,1311.68,"2","1","1","SP",4.75143269296634
"874","Phylloscopus borealoides",0.0957608695652174,NA,62.2,50.7,17.8,5,1256.59,"2","3","","WP",4.74493212836325
"875","Phylloscopus magnirostris",0.0786749482401656,10.75,66,54.25,20,4,1970.74,"2","1","0","SP",4.79372229253268
"876","Phylloscopus coronatus",0.0721868365180467,10.375,60.5,49,17.75,5.5,1465.23,"2","1","1","SP",4.76856373289653
"877","Phylloscopus ijimae",0.0721868365180467,10.375,60.5,49,17.75,2.7,1256.59,"2","3","","WP",4.76856373289653
"878","Phylloscopus emeiensis",0.0761904761904762,12.56666667,58.5,42.5,18.16666667,2.7,1256.59,"2","3","0","RS",4.65396035015752
"879","Phylloscopus claudiae",0.0754716981132075,9.5,59.5,45.5,18.5,4.5,1465.23,"2","1","1","SWPV",4.66343909411207
"880","Phylloscopus ogilviegranti",0.0728155339805825,9.25,55.25,43.66666667,17.5,3.5,1256.59,"2","1","1","RS",4.63472898822964
"881","Phylloscopus hainanus",0.0722222222222222,12.4,52.75,38.25,16,2.7,1256.59,"1","5","1","R",4.49980967033027
"882","Phylloscopus cantator",0.071197411,10.33333333,56.175,40.875,16.33333333,6,1314.84,"2","1","1","S",4.63472898822964
"883","Phylloscopus calciatilis",NA,NA,NA,NA,NA,NA,NA,"2","3","","R",NA
"884","Phylloscopus ricketti",0.071197411,10.33333333,56.175,40.875,16.33333333,6,1314.84,"2","1","1","SW",4.63472898822964
"885","Phylloscopus reguloides",0.0754716981132075,9.5,59.5,45.5,18.5,4.5,1465.23,"2","1","","S",4.66343909411207
"886","Phylloscopus davisoni",NA,NA,NA,NA,NA,3.5,NA,"","","","R",4.67749084756772
"887","Phylloscopus xanthoschistos",0.0776699029126214,8.333333333,53.33333333,43,17.66666667,4,1533.64,"2","1","1","S",4.63472898822964
"888","Seicercus affinis",0.0666666666666667,8.75,54.875,42.625,17,4.5,1426.59,"2","1","0","SW",4.65396035015752
"889","Seicercus whistleri",0.0728155339805825,10,52.75,45.5,17.125,2.1,1278.75,"2","3","","S",4.63472898822964
"890","Seicercus tephrocephalus",0.0728155339805825,10,52.75,45.5,17.125,2.1,1278.75,"2","3","","S",4.63472898822964
"891","Seicercus burkii",0.0728155339805825,10,52.75,45.5,17.125,3.5,1316.13,"2","2","1","S",4.63472898822964
"892","Seicercus valentini",0.0728155339805825,10,52.75,45.5,17.125,2.1,1278.75,"2","3","","S",4.63472898822964
"893","Seicercus omeiensis",0.0728155339805825,10,52.75,45.5,17.125,2.1,1278.75,"2","3","","S",4.63472898822964
"894","Seicercus soror",0.0728155339805825,10,52.75,45.5,17.125,2.1,1278.75,"2","3","","SV",4.63472898822964
"895","Seicercus poliogenys",0.077966101700948,9,51.66666667,44.33333333,17.33333333,4,1551.42,"2","1","0","S",4.58836306763781
"896","Seicercus castaniceps",0.0711610486853933,8.433333333,50.875,40.83333333,15.93333333,4.5,1214.53,"2","1","1","SW",4.48863636973214
"897","Phylloscopus goodsoni",0.0705339805825243,10.33333333,56.175,40.875,16.33333333,6,1314.84,"1","1","1","R",4.63472898822964
"898","Abroscopus superciliaris",0.08,10,49,42.5,18,4,1237.31,"1","4","1","R",4.60517018598809
"899","Tickellia hodgsoni",0.06,11.5,47.5,41.5,19,3,1155.54,"2","3","0","R",4.60517018598809
"900","Abroscopus albogularis",0.0599647266349206,7,46,40.2,15.125,4.5,1138.32,"1","4","1","RS",4.5485998344997
"901","Abroscopus schisticeps",0.0544554455445545,7.5,47.66666667,44,17.33333333,4.5,1002.88,"1","4","0","R",4.61512051684126
"902","Phyllergates cucullatus",0.0630630630630631,13.5,47,46.5,19,3.5,1290.94,"2","3","1","R",4.70953020131233
"903","Horornis diphone",0.180404354587869,13.25,71.75,68.5,27,4.5,3049.62,"2","3","0","WPV",5.07985036311773
"904","Horornis canturians",0.180404354587869,13.25,71.75,68.5,27,NA,1837.51,"2","3","","SW",5.07985036311773
"905","Horornis fortipes",0.0899122807017544,10.625,52.5,50,21.5,4,1949.22,"2","3","0","R",4.7361984483945
"906","Cettia major",0.102127659574468,11,62,47.5,24.5,2.1,1837.51,"2","3","0","R",4.76643833358421
"907","Horornis flavolivaceus",0.082822085864165,11.16666667,49.75,48,20.625,3.5,1619.14,"2","3","0","RS",4.68828509300535
"908","Horornis acanthizoides",0.0632183908045977,9.5,53,49.25,19.75,4,1079.39,"2","3","1","R",4.68905166996879
"909","Cettia brunnifrons",0.0825471698113208,9.166666667,46,44.125,18.625,4,1837.51,"2","3","1","R",4.66343909411207
"910","Cettia cetti",0.1,11.5,67.65,66.4,21.9,4,2295,"2","3","0","R",4.90527477843843
"911","Horornis brunnescens",0.0468260869565217,NA,51.5,48,20.3,2.4,NA,"","","","R",4.74493212836325
"912","Tesia olivea",0.0883977900552486,10.5,50,21,24,1,477.88,"2","3","0","R",4.50534985070588
"913","Tesia cyaniventer",0.0955004591404959,10.25,48.75,18.5,23.5,3.5,1551.42,"2","3","0","R",4.50810847314496
"914","Cettia castaneocoronata",0.0911680911680912,10.5,50.66666667,28.33333333,21.5,2.5,1675.83,"2","4","0","R",4.47449186234598
"915","Urosphena squameiceps",0.0962059620596206,10.75,50.5,31,18.75,6,1456.61,"2","3","0","SWP",4.52450228292064
"916","Hemitesia pallidipes",0.0754189944344746,11,50,41.66666667,19,3.5,1819.27,"2","3","0","R",4.78192069745326
"917","Aegithalos caudatus",0.0612244897959184,6.375,62.75,92.75,18.25,10.5,1211.76,"2","4","1","RW",4.99043258677874
"918","Aegithalos concinnus",0.0620347394540943,6.625,47.75,50,16.075,6.5,775.94,"2","4","1","R",4.61264220082679
"919","Aegithalos iouschistos",0.0610328638497653,8.425,53.76666667,53.75,17.125,5,925.06,"2","4","1","R",4.66814498514948
"920","Aegithalos bonvaloti",0.0611111111111111,7.375,56.375,56.5,17.75,4.5,825.17,"2","4","1","R",4.72295322164447
"921","Aegithalos fuliginosus",0.0608899297423888,7.05,55.375,58.5,17.4,6.6,925.2,"2","1","1","R",4.67048965210873
"922","Aegithalos glaucogularis",0.0612244897959184,6.375,62.75,92.75,18.25,9.5,1011.71,"2","3","2","R",4.99043258677874
"923","Leptopoecile sophiae",0.0635294117647059,7.875,48.75,53.75,18.5,5,1267.67,"2","3","1","RS",4.66579480780453
"924","Leptopoecile elegans",0.0674300254452926,9.125,53.75,46.5,19.5,5,1267.67,"2","3","1","R",4.58751525074937
"925","Rhopophilus pekinensis",0.106442577030812,12,64,95.25,23.25,4.5,2801.68,"2","3","0","R",5.18458860121969
